Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others
NBA 2K11;Wii;2010;Action;470;10;0;30
NBA 2K11;PC;2010;Action;180;0;0;10
NBA 2K11;PSP;2010;Action;390;0;0;30
NBA 2K11;PS3;2010;Action;1410;210;30;160
NBA 2K11;PS2;2010;Action;340;10;0;60
NBA 2K12;X360;2011;Sports;2310;140;10;160
NBA 2K12;PC;2011;Sports;90;50;0;20
NBA 2K12;PS3;2011;Sports;1610;270;50;180
NBA 2K12;Wii;2011;Sports;300;30;0;20
NBA 2K12;PSP;2011;Sports;220;30;0;30
NBA 2K13;PS3;2012;Sports;1720;440;50;270
NBA 2K13;WiiU;2012;Sports;80;40;0;10
NBA 2K13;X360;2012;Sports;2600;210;10;190
NBA 2K13;Wii;2012;Sports;390;30;0;30
NBA 2K13;PC;2012;Sports;0;20;0;0
NBA 2K14;XOne;2013;Sports;700;110;0;60
NBA 2K14;PS4;2013;Sports;890;310;10;120
NBA 2K14;PS3;2013;Sports;1430;330;40;250
NBA 2K14;X360;2013;Sports;2100;200;0;170
NBA 2K15;PS4;2014;Sports;1460;540;10;370
NBA 2K15;PS3;2014;Sports;860;270;20;220
NBA 2K15;X360;2014;Sports;1330;140;0;150
NBA 2K15;XOne;2014;Sports;1360;180;0;150
NBA 2K16;PS4;2015;Sports;2480;650;30;690
NBA 2K16;PS3;2015;Sports;440;190;30;130
NBA 2K16;X360;2015;Sports;770;100;0;100
NBA 2K16;XOne;2015;Sports;1930;140;0;240
NBA 2K16;PC;2015;Sports;20;60;0;10
NBA 2K17;X360;2016;Sports;40;0;0;10
NBA 2K17;PS4;2016;Sports;830;140;0;220
NBA 2K17;PS3;2016;Sports;30;10;0;10
NBA 2K17;XOne;2016;Sports;540;40;0;70
NBA 2K2;XB;2002;Sports;150;40;0;10
NBA 2K2;GC;2002;Sports;90;20;0;0
NBA 2K2;PS2;2002;Sports;590;460;10;150
NBA 2K3;XB;2002;Sports;240;70;0;10
NBA 2K3;GC;2002;Sports;120;30;0;0
NBA 2K3;PS2;2002;Sports;510;400;0;130
NBA 2K6;PS2;2005;Action;430;340;0;110
NBA 2K6;X360;2005;Action;210;10;0;20
NBA 2K6;XB;2005;Action;270;80;0;10
NBA 2K7;X360;2006;Sports;530;0;0;40
NBA 2K7;XB;2006;Sports;20;10;0;0
NBA 2K7;PS3;2006;Sports;300;40;0;40
NBA 2K7;PS2;2006;Sports;650;20;0;110
NBA 2K8;X360;2007;Sports;790;0;0;70
NBA 2K8;PS2;2007;Sports;500;20;0;80
NBA 2K8;PS3;2007;Sports;500;10;0;50
NBA 2K9;PS2;2008;Sports;340;10;0;60
NBA 2K9;X360;2008;Sports;1000;160;0;110
NBA 2K9;PS3;2008;Sports;560;0;0;50
NBA Ballers;XB;2004;Sports;370;110;0;20
NBA Ballers;PS2;2004;Sports;810;630;0;210
NBA Ballers: Chosen One;X360;2008;Sports;170;0;0;10
NBA Ballers: Chosen One;PS3;2008;Sports;120;0;0;10
NBA Ballers: Phenom;PS2;2006;Sports;230;180;0;60
NBA Ballers: Phenom;XB;2006;Sports;90;30;0;0
NBA Ballers: Rebound;PSP;2006;Sports;90;0;0;10
NBA Courtside 2 featuring Kobe Bryant;N64;1999;Sports;200;50;0;0
NBA Courtside 2002;GC;2002;Sports;190;50;0;10
NBA Hangtime;PS;1996;Sports;30;20;0;0
NBA Hangtime;N64;1997;Sports;480;80;0;0
NBA Hoopz;PS2;2001;Sports;90;70;0;20
NBA Hoopz;PS;2001;Sports;70;50;0;10
NBA In The Zone;PS;1995;Sports;160;110;0;20
NBA In The Zone '98;N64;1997;Sports;250;20;0;0
NBA In The Zone '99;N64;1998;Sports;40;0;0;0
NBA Inside Drive 2002;XB;2002;Sports;280;80;0;10
NBA Inside Drive 2003;XB;2002;Sports;230;70;0;10
NBA Inside Drive 2004;XB;2003;Sports;130;40;0;10
NBA Jam;SNES;1994;Sports;1190;160;0;30
NBA Jam;XB;2003;Sports;100;30;0;0
NBA Jam;PS3;2010;Sports;220;120;0;60
NBA Jam;PS2;2003;Sports;200;160;0;50
NBA Jam;X360;2010;Sports;270;100;0;30
NBA Jam;GEN;1992;Sports;1750;250;0;50
NBA Jam;Wii;2010;Sports;380;30;0;30
NBA Jam 2000;N64;1999;Sports;120;10;0;0
NBA Jam 2002;GBA;2002;Sports;80;30;0;0
NBA Jam 99;N64;1998;Sports;250;20;0;0
NBA Jam Extreme;PS;1996;Sports;120;80;0;10
NBA Jam Tournament Edition;PS;1995;Sports;140;90;0;20
NBA Jam Tournament Edition;GEN;1994;Sports;950;140;0;30
NBA Jam Tournament Edition;SNES;1995;Sports;870;120;0;20
NBA Live 06;PSP;2005;Sports;390;0;0;30
NBA Live 06;GC;2005;Sports;250;70;0;10
NBA Live 06;X360;2005;Sports;270;0;0;20
NBA Live 06;XB;2005;Sports;570;40;0;30
NBA Live 06 (All region sales);PS2;2005;Sports;1440;150;0;50
NBA Live 06 (Weekly american sales);PS2;2005;Sports;1350;50;0;20
NBA Live 07;XB;2006;Sports;40;10;0;0
NBA Live 07;X360;2006;Sports;420;0;0;40
NBA Live 07;PSP;2006;Sports;470;0;0;40
NBA Live 07;PS2;2006;Sports;1070;40;20;170
NBA Live 08;PS3;2007;Sports;560;20;10;50
NBA Live 08;PSP;2007;Sports;280;0;0;20
NBA Live 08;PS2;2007;Sports;590;20;10;100
NBA Live 08;X360;2007;Sports;470;0;0;40
NBA Live 08;Wii;2007;Sports;170;0;0;20
NBA Live 09;PS3;2008;Sports;460;0;20;40
NBA Live 09;PSP;2008;Sports;230;70;30;60
NBA Live 09;PS2;2008;Sports;320;10;10;50
NBA Live 09;X360;2008;Sports;500;140;0;70
NBA Live 09 All-Play;Wii;2008;Sports;190;10;0;20
NBA Live 10;PS3;2009;Sports;460;30;10;50
NBA Live 10;PSP;2009;Sports;210;0;10;20
NBA Live 10;X360;2009;Sports;400;20;0;30
NBA Live 14;XOne;2013;Sports;160;20;0;10
NBA Live 14;PS4;2013;Sports;140;50;0;30
NBA Live 15;XOne;2014;Sports;170;20;0;20
NBA Live 15;PS4;2014;Sports;150;40;0;40
NBA Live 16;PS4;2015;Sports;100;40;0;30
NBA Live 16;XOne;2015;Sports;80;10;0;10
NBA Live 2000;N64;1999;Sports;420;20;0;0
NBA Live 2000;PS;1998;Sports;1430;50;0;30
NBA Live 2001;PS;2000;Sports;700;470;0;80
NBA Live 2001;PS2;2001;Sports;520;400;40;130
NBA Live 2002;XB;2001;Sports;350;30;0;20
NBA Live 2002;PS2;2001;Sports;910;710;0;240
NBA Live 2002;PS;2001;Sports;290;190;0;30
NBA Live 2003;PS2;2002;Sports;1250;150;30;220
NBA Live 2004;XB;2003;Sports;440;40;0;20
NBA Live 2004;GC;2003;Sports;210;50;0;10
NBA Live 2004;PS2;2003;Sports;1570;180;0;270
NBA Live 2005;XB;2004;Sports;810;50;0;40
NBA Live 2005;PS2;2004;Sports;2030;210;0;350
NBA Live 2005;GC;2004;Sports;350;90;0;10
NBA Live 96;PS;1996;Sports;160;110;40;20
NBA Live 97;PS;1996;Sports;550;380;0;70
NBA Live 98;PS;1997;Sports;1410;60;0;40
NBA Live 99;PS;1997;Sports;1130;50;0;30
NBA Live 99;N64;1998;Sports;450;20;0;0
NBA ShootOut;PS;1995;Sports;170;120;0;20
NBA ShootOut '97;PS;1997;Sports;350;240;0;40
NBA ShootOut 2000;PS;1999;Sports;220;150;0;30
NBA ShootOut 2001;PS2;2001;Sports;70;60;0;20
NBA ShootOut 2001;PS;2000;Sports;150;100;0;20
NBA ShootOut 2002;PS;2001;Sports;80;50;0;10
NBA ShootOut 2003;PS2;2002;Sports;110;90;0;30
NBA ShootOut 2004;PS2;2003;Sports;130;100;0;30
NBA ShootOut 98;PS;1998;Sports;430;290;0;50
NBA Showtime: NBA on NBC;N64;1999;Sports;230;20;0;0
NBA Showtime: NBA on NBC;PS;1999;Sports;310;210;0;40
NBA Starting Five;XB;2002;Sports;20;10;0;0
NBA Street;PS2;2001;Sports;2190;220;0;380
NBA Street;GC;2002;Sports;330;90;0;10
NBA Street Homecourt;PS3;2007;Sports;120;20;0;20
NBA Street Homecourt;X360;2007;Sports;450;10;0;40
NBA Street V3;XB;2005;Sports;280;30;0;10
NBA Street V3;PS2;2005;Sports;520;410;0;140
NBA Street V3;GC;2005;Sports;230;60;0;10
NBA Street Vol. 2;PS2;2003;Sports;1690;200;0;60
NBA Street Vol. 2;XB;2003;Sports;620;40;0;20
NBA Street: Showdown;PSP;2005;Sports;200;0;0;20
NBA in the Zone 2000;PS;2000;Sports;120;80;0;10
NBA in the Zone 2000;N64;2000;Sports;40;0;0;0
NCAA Basketball 09;PS3;2008;Sports;150;0;0;10
NCAA Basketball 09;X360;2008;Sports;200;0;0;20
NCAA Basketball 09;PS2;2008;Sports;140;110;0;40
NCAA Basketball 10;X360;2009;Sports;300;0;0;20
NCAA Basketball 10;PS3;2009;Sports;310;0;0;30
NCAA Basketball Final Four 97;PS;1997;Sports;80;50;0;10
NCAA College Basketball 2K3;XB;2002;Sports;110;30;0;10
NCAA College Basketball 2K3;PS2;2002;Sports;120;90;0;30
NCAA College Football 2K3;GC;2002;Sports;50;10;0;0
NCAA Final Four 2000;PS;1999;Sports;210;140;0;20
NCAA Final Four 2001;PS2;2000;Sports;90;70;0;20
NCAA Final Four 2001;PS;2000;Sports;90;60;0;10
NCAA Final Four 2002;PS2;2001;Sports;150;120;0;40
NCAA Final Four 2003;PS2;2002;Sports;90;70;0;20
NCAA Final Four 2004;PS2;2003;Sports;100;80;0;30
NCAA Football 06;XB;2005;Sports;730;210;0;30
NCAA Football 06;PS2;2005;Sports;1530;50;0;250
NCAA Football 07;PS2;2006;Sports;1410;50;0;230
NCAA Football 07;X360;2006;Sports;670;0;0;60
NCAA Football 07;XB;2006;Sports;420;120;0;10
NCAA Football 07;PSP;2006;Sports;340;0;0;30
NCAA Football 08;PS3;2007;Sports;350;0;0;30
NCAA Football 08;X360;2007;Sports;650;0;0;50
NCAA Football 08;PS2;2007;Sports;650;30;0;110
NCAA Football 08;XB;2007;Sports;60;20;0;0
NCAA Football 09;PS3;2008;Sports;540;0;0;40
NCAA Football 09;X360;2008;Sports;650;0;0;50
NCAA Football 09;PS2;2008;Sports;400;20;0;70
NCAA Football 09;PSP;2008;Sports;210;0;0;20
NCAA Football 09 All-Play;Wii;2008;Sports;160;0;0;10
NCAA Football 10;PS2;2009;Sports;280;220;0;70
NCAA Football 10;PS3;2009;Sports;750;0;0;60
NCAA Football 10;X360;2009;Sports;870;0;0;70
NCAA Football 10;PSP;2009;Sports;190;0;0;20
NCAA Football 11;PS3;2010;Sports;790;0;0;60
NCAA Football 11;X360;2010;Sports;860;0;0;60
NCAA Football 11;PS2;2010;Sports;190;150;0;50
NCAA Football 12;X360;2011;Sports;940;0;0;60
NCAA Football 12;PS3;2011;Sports;780;0;0;50
NCAA Football 13;PS3;2012;Action;820;0;0;60
NCAA Football 13;X360;2012;Action;1020;0;0;60
NCAA Football 14;PS3;2013;Sports;750;0;0;60
NCAA Football 14;X360;2013;Sports;1010;0;0;60
NCAA Football 2000;PS;1999;Sports;530;360;0;60
NCAA Football 2001;PS;2000;Sports;390;260;0;50
NCAA Football 2002;PS2;2001;Sports;770;600;0;200
NCAA Football 2003;XB;2002;Sports;390;110;0;20
NCAA Football 2003;GC;2002;Sports;160;40;0;10
NCAA Football 2003;PS2;2002;Sports;1160;80;0;190
NCAA Football 2004;GC;2003;Sports;120;30;0;0
NCAA Football 2004;XB;2003;Sports;400;20;0;20
NCAA Football 2004;PS2;2003;Sports;1350;90;0;230
NCAA Football 2005;PS2;2004;Sports;1320;90;0;220
NCAA Football 2005;XB;2004;Sports;630;20;0;30
NCAA Football 2005;GC;2004;Sports;170;40;0;10
NCAA Football 98;PS;1997;Sports;390;270;0;50
NCAA Football 99;PS;1998;Sports;590;400;0;70
NCAA GameBreaker 2000;PS;1999;Sports;220;150;0;30
NCAA GameBreaker 2001;PS;2000;Sports;180;120;0;20
NCAA GameBreaker 2001;PS2;2000;Sports;70;60;0;20
NCAA GameBreaker 2003;PS2;2002;Sports;110;90;0;30
NCAA GameBreaker 2004;PS2;2003;Sports;110;90;0;30
NCAA Gamebreaker;PS;1996;Sports;150;100;0;20
NCAA Gamebreaker 99;PS;1998;Sports;250;170;0;30
NCAA March Madness 06;PS2;2005;Sports;450;20;0;70
NCAA March Madness 06;XB;2005;Sports;150;40;0;10
NCAA March Madness 07;PS2;2007;Sports;280;220;0;70
NCAA March Madness 07;X360;2007;Sports;190;0;0;20
NCAA March Madness 08;PS3;2007;Sports;80;0;0;10
NCAA March Madness 08;PS2;2007;Sports;130;100;0;30
NCAA March Madness 08;X360;2007;Sports;200;0;0;20
NCAA March Madness 2003;PS2;2002;Sports;320;250;0;80
NCAA March Madness 2004;XB;2003;Sports;180;50;0;10
NCAA March Madness 2004;PS2;2003;Sports;500;390;0;130
NCAA March Madness 2005;XB;2004;Sports;210;60;0;10
NCAA March Madness 2005;PS2;2004;Sports;440;20;0;70
NCIS;X360;2011;Adventure;100;30;0;10
NCIS;Wii;2011;Adventure;80;40;0;10
NCIS;PC;2011;Adventure;10;20;0;10
NCIS;PS3;2011;Adventure;70;40;0;20
NCIS 3D;3DS;2011;Adventure;60;40;0;10
NERF N-Strike;Wii;2008;Shooter;920;90;0;90
NERF N-Strike Elite;Wii;2009;Shooter;930;0;0;70
NERF N-Strike: Double Blast Bundle;Wii;2010;Shooter;90;0;0;0
NES Open Tournament Golf;NES;1991;Sports;410;100;470;20
NES Remix;WiiU;2014;Action;200;0;80;20
NEVES;DS;2007;Puzzle;10;0;0;0
NFL 2K;DC;1999;Sports;1120;50;0;20
NFL 2K1;DC;2000;Sports;1020;50;0;20
NFL 2K2;PS2;2001;Sports;440;340;0;110
NFL 2K2;XB;2002;Sports;130;40;0;10
NFL 2K3;XB;2002;Sports;380;110;0;20
NFL 2K3;PS2;2002;Sports;1060;80;0;180
NFL 2K3;GC;2002;Sports;170;40;0;10
NFL Blitz;N64;1998;Sports;1020;40;0;10
NFL Blitz;PS;1998;Sports;1410;50;0;40
NFL Blitz 20-02;PS2;2002;Sports;140;110;0;40
NFL Blitz 20-02;XB;2002;Sports;70;20;0;0
NFL Blitz 20-02;GC;2002;Sports;70;20;0;0
NFL Blitz 20-03;GC;2002;Sports;110;30;0;0
NFL Blitz 20-03;XB;2002;Sports;110;30;0;10
NFL Blitz 20-03;PS2;2002;Sports;210;170;0;60
NFL Blitz 2000;PS;1998;Sports;600;410;0;70
NFL Blitz 2000;N64;1999;Sports;550;20;0;0
NFL Blitz 2001;N64;2000;Sports;340;70;0;0
NFL Blitz 2001;PS;2000;Sports;330;220;0;40
NFL Blitz Pro;PS2;2003;Sports;110;90;0;30
NFL Blitz Pro;XB;2003;Sports;40;10;0;0
NFL Blitz Pro;GC;2003;Sports;20;0;0;0
NFL Fever 2002;XB;2000;Sports;740;210;0;40
NFL Fever 2003;XB;2002;Sports;460;130;0;20
NFL Fever 2004;XB;2003;Sports;240;70;0;10
NFL GameDay;PS;1995;Sports;470;320;0;60
NFL GameDay '97;PS;1996;Sports;480;330;0;60
NFL GameDay 2000;PS;1999;Sports;1000;680;0;120
NFL GameDay 2001;PS2;2000;Sports;180;140;0;50
NFL GameDay 2001;PS;2000;Sports;560;380;0;70
NFL GameDay 2002;PS;2001;Sports;230;150;0;30
NFL GameDay 2002;PS2;2001;Sports;190;150;0;50
NFL GameDay 2004;PS2;2003;Sports;200;160;0;50
NFL GameDay 98;PS;1997;Sports;1580;60;0;40
NFL GameDay 99;PS;1998;Sports;1440;50;0;40
NFL Head Coach;XB;2006;Sports;90;30;0;0
NFL Head Coach;PS2;2006;Sports;380;10;0;60
NFL Head Coach 09;PS3;2008;Sports;130;0;0;10
NFL Head Coach 09;X360;2008;Sports;110;0;0;10
NFL QB Club 2001;N64;2000;Sports;110;10;0;0
NFL Quarterback Club 2000;N64;1999;Sports;370;30;0;0
NFL Quarterback Club 2002;GC;2001;Sports;40;10;0;0
NFL Quarterback Club 2002;PS2;2001;Sports;110;80;0;30
NFL Quarterback Club 97;PS;1996;Sports;120;80;0;10
NFL Quarterback Club 98;N64;1997;Sports;1010;50;0;10
NFL Quarterback Club 99;N64;1998;Sports;590;20;0;0
NFL Street;GC;2004;Sports;270;70;0;10
NFL Street;XB;2004;Sports;490;150;0;20
NFL Street;PS2;2004;Sports;1150;80;0;190
NFL Street 2;XB;2004;Sports;360;110;0;20
NFL Street 2;PS2;2004;Sports;790;620;0;210
NFL Street 2;GC;2004;Sports;150;40;0;10
NFL Street 2 Unleashed;PSP;2005;Sports;340;0;0;30
NFL Street 3;PSP;2006;Sports;240;0;0;20
NFL Tour;X360;2008;Sports;90;0;0;10
NFL Tour;PS3;2008;Sports;100;10;0;10
NFL Xtreme;PS;1998;Sports;380;260;0;50
NFL Xtreme 2;PS;1999;Sports;270;180;0;30
NHL 06;PS2;2005;Sports;480;20;0;80
NHL 06;XB;2005;Sports;190;50;0;10
NHL 06;GC;2005;Sports;60;20;0;0
NHL 07;PS2;2006;Sports;420;20;0;70
NHL 07;X360;2006;Sports;250;10;0;20
NHL 07;PSP;2006;Sports;130;20;0;20
NHL 07;XB;2006;Sports;20;10;0;0
NHL 08;PS3;2007;Action;160;60;0;30
NHL 08;X360;2007;Action;220;10;0;20
NHL 09;PS2;2008;Sports;70;60;0;20
NHL 09;PS3;2008;Sports;290;20;0;30
NHL 09;X360;2008;Sports;450;10;0;40
NHL 09;PC;2008;Sports;0;20;0;0
NHL 10;PS3;2009;Sports;380;120;0;70
NHL 10;X360;2009;Sports;510;100;0;60
NHL 11;X360;2010;Sports;610;70;0;50
NHL 11;PS3;2010;Sports;400;130;0;70
NHL 12;X360;2011;Sports;550;100;0;50
NHL 12;PS3;2011;Sports;360;160;0;70
NHL 13;PS3;2012;Sports;330;220;0;100
NHL 13;X360;2012;Sports;510;110;0;50
NHL 14;PS3;2013;Sports;280;190;0;90
NHL 14;X360;2013;Sports;400;100;0;40
NHL 15;PS4;2014;Sports;300;180;0;100
NHL 15;PS3;2014;Sports;210;110;0;60
NHL 15;XOne;2014;Sports;310;60;0;30
NHL 15;X360;2014;Sports;350;70;0;40
NHL 16;PS4;2015;Sports;350;150;0;110
NHL 16;X360;2015;Sports;0;20;0;0
NHL 16;XOne;2015;Sports;370;50;0;50
NHL 16;PS3;2015;Sports;0;30;0;10
NHL 17;PS4;2016;Sports;130;40;0;40
NHL 17;XOne;2016;Sports;130;10;0;20
NHL 2000;PS;1998;Sports;480;330;0;60
NHL 2001;PS2;2000;Sports;470;370;0;120
NHL 2001;PS;2000;Sports;350;240;0;40
NHL 2002;GBA;2002;Sports;90;30;0;0
NHL 2002;PS2;2001;Sports;590;460;0;150
NHL 2002;XB;2001;Sports;200;60;0;10
NHL 2003;GC;2002;Sports;100;30;0;0
NHL 2003;XB;2002;Sports;150;40;0;10
NHL 2003;PS2;2002;Sports;460;360;0;120
NHL 2004;XB;2003;Sports;130;40;0;10
NHL 2004;PS2;2003;Sports;470;370;0;120
NHL 2004;GC;2003;Sports;80;20;0;0
NHL 2005;XB;2004;Sports;120;30;0;10
NHL 2005;GC;2004;Sports;50;10;0;0
NHL 2005;PS2;2004;Sports;220;170;0;60
NHL 2K10;X360;2009;Sports;110;20;0;10
NHL 2K10;PS2;2009;Sports;170;140;0;50
NHL 2K10;PS3;2009;Sports;130;10;0;10
NHL 2K10;Wii;2009;Sports;330;10;0;30
NHL 2K11;Wii;2010;Sports;240;20;0;20
NHL 2K3;GC;2002;Sports;10;0;0;0
NHL 2K3;XB;2002;Sports;90;20;0;0
NHL 2K3;PS2;2002;Sports;100;80;0;30
NHL 2K6;XB;2005;Sports;160;50;0;10
NHL 2K6;PS2;2005;Sports;210;160;0;50
NHL 2K6;X360;2005;Sports;90;0;0;10
NHL 2K7;XB;2006;Sports;10;0;0;0
NHL 2K7;PS3;2006;Sports;110;0;0;10
NHL 2K7;X360;2006;Sports;70;0;0;10
NHL 2K8;X360;2007;Sports;110;10;0;10
NHL 2K8;PS3;2007;Sports;80;10;0;10
NHL 2K9;Wii;2008;Sports;60;0;0;10
NHL 2K9;PS3;2008;Sports;110;10;0;10
NHL 2K9;X360;2008;Sports;150;10;0;10
NHL 2K9;PS2;2008;Sports;70;50;0;20
NHL 97;PS;1996;Sports;260;180;0;30
NHL 98;PS;1997;Sports;510;350;0;60
NHL 99;N64;1998;Sports;380;10;0;0
NHL 99;PS;1997;Sports;590;400;0;70
NHL Blades of Steel '99;N64;1999;Sports;50;0;0;0
NHL Blades of Steel 2000;PS;1999;Sports;20;10;0;0
NHL Breakaway 98;PS;1996;Sports;80;50;0;10
NHL Breakaway 98;N64;1998;Sports;300;20;0;0
NHL Breakaway 99;N64;1998;Sports;70;10;0;0
NHL Championship 2000;PS;1998;Sports;120;80;0;10
NHL FaceOff;PS;1994;Sports;250;170;0;30
NHL FaceOff '97;PS;1996;Sports;260;170;0;30
NHL FaceOff 2000;PS;1998;Sports;170;120;0;20
NHL FaceOff 2001;PS2;2001;Sports;100;70;0;20
NHL FaceOff 2001;PS;2000;Sports;130;90;0;20
NHL FaceOff 2003;PS2;2002;Sports;110;90;0;30
NHL FaceOff 98;PS;1997;Sports;280;190;0;30
NHL FaceOff 99;PS;1997;Sports;240;160;0;30
NHL Hitz 20-02;PS2;2001;Sports;280;220;0;70
NHL Hitz 20-02;GC;2001;Sports;160;40;0;10
NHL Hitz 20-02;XB;2001;Sports;200;60;0;10
NHL Hitz 20-03;PS2;2002;Sports;140;110;0;40
NHL Hitz 20-03;XB;2002;Sports;80;20;0;0
NHL Hitz 20-03;GC;2002;Sports;60;20;0;0
NHL Hitz Pro;XB;2003;Sports;50;10;0;0
NHL Hitz Pro;PS2;2003;Sports;90;70;0;20
NHL Legacy;PS3;2015;Action;30;0;0;10
NHL Legacy;X360;2015;Action;50;0;0;10
NHL Open Ice;PS;1996;Sports;40;30;0;0
NHL Powerplay '96;PS;1996;Sports;60;40;0;10
NHL Powerplay 98;PS;1997;Sports;30;20;0;0
NHL Rivals 2004;XB;2003;Sports;80;20;0;0
NHL Rock the Rink;PS;1999;Sports;140;100;0;20
NHRA Championship Drag Racing;PS2;2005;Racing;120;90;0;30
NHRA Drag Racing: Countdown to the Championship;PS2;2007;Racing;20;10;0;0
NHRA Drag Racing: Countdown to the Championship;PSP;2007;Racing;30;0;0;0
NOëL: La Neige;PS;1998;Adventure;0;0;70;0
NOëL: NOT DiGITAL;PS;1996;Adventure;0;0;200;10
NPPL: Championship Paintball 2009;Wii;2008;Shooter;110;0;0;10
NPPL: Championship Paintball 2009;PS2;2008;Shooter;130;100;0;30
NPPL: Championship Paintball 2009;PS3;2008;Shooter;150;0;0;10
NPPL: Championship Paintball 2009;X360;2008;Shooter;100;10;0;10
NTRA Breeders' Cup World Thoroughbred Championships;PS2;2005;Simulation;70;50;0;20
NTRA Breeders' Cup World Thoroughbred Championships;XB;2005;Simulation;40;10;0;0
Nacho Libre;DS;2006;Action;30;0;0;0
Nagano Winter Olympics '98;PS;1997;Sports;70;50;0;10
Nagano Winter Olympics 98;N64;1997;Sports;150;40;130;0
Nakayoshi All-Stars: Mezase Gakuen Idol;DS;2008;Misc;0;0;10;0
Namco Classic Fighter Collection;PS2;2008;Fighting;80;60;0;20
Namco Museum;GBA;2001;Misc;3000;1110;50;70
Namco Museum;GC;2002;Misc;480;130;0;20
Namco Museum;PS2;2001;Misc;1730;70;0;20
Namco Museum 50th Anniversary (JP sales);PS2;2005;Misc;0;0;20;0
Namco Museum 64;N64;1999;Misc;1240;170;30;10
Namco Museum Battle Collection;PSP;2005;Misc;750;180;0;160
Namco Museum Battle Collection (JP sales);PSP;2005;Misc;0;0;20;0
Namco Museum DS;DS;2007;Misc;1180;10;60;90
Namco Museum Megamix;Wii;2010;Misc;200;0;0;10
Namco Museum Remix;Wii;2007;Misc;680;0;0;50
Namco Museum Vol.1;PS;1995;Misc;2120;1440;220;60
Namco Museum Vol.2;PS;1996;Misc;30;20;210;20
Namco Museum Vol.3;PS;1996;Misc;2280;1550;160;60
Namco Museum Vol.4;PS;1996;Misc;20;10;160;10
Namco Museum Vol.5;PS;1996;Misc;20;10;120;10
Namco Museum: 50th Anniversary;GC;2005;Misc;170;40;0;10
Namco Museum: 50th Anniversary;PS2;2005;Misc;2080;1350;0;540
Namco Museum: 50th Anniversary;GBA;2005;Misc;140;50;0;0
Namco Museum: 50th Anniversary;XB;2005;Misc;130;40;0;10
Namco Museum: Virtual Arcade;X360;2008;Misc;270;10;10;20
Namco Soccer Prime Goal;PS;1995;Sports;0;0;120;10
Namco Tennis Smash Court;PS;1995;Sports;0;0;230;20
Nanashi no Game;DS;2008;Adventure;0;0;80;0
Nanashi no Game Me;DS;2009;Action;0;0;30;0
Nanatsuiro * Drops Pure!!;PS2;2007;Adventure;0;0;20;0
Nancy Drew: Alibi In Ashes;PC;2011;Adventure;30;0;0;0
Nancy Drew: The Hidden Staircase;DS;2008;Adventure;160;0;0;10
Nancy Drew: The Model Mysteries;DS;2010;Puzzle;90;0;0;10
Nancy Drew: The Mystery of the Clue Bender Society;DS;2008;Adventure;240;0;0;20
Nancy Drew: The White Wolf of Icicle Creek;Wii;2008;Adventure;140;0;0;10
Nanda's Island;DS;2009;Puzzle;40;0;0;0
Nano Assault;3DS;2011;Shooter;80;0;0;10
Nano Diver;PSP;2011;Action;0;0;20;0
NanoBreaker;PS2;2005;Action;30;20;0;10
Nanostray;DS;2005;Shooter;50;0;0;0
Nanostray 2;DS;2008;Shooter;30;10;0;0
Nanotek Warrior;PS;1997;Shooter;10;10;0;0
Napoleon Dynamite: The Game;DS;2007;Puzzle;20;0;0;0
Napoleon Dynamite: The Game;PSP;2007;Puzzle;30;0;0;0
Napoleon: Total War;PC;2010;Strategy;20;520;0;120
Naraku no Shiro;PS2;2008;Adventure;0;0;10;0
Narcissus: Moshimo Ashita ga Runara;PSP;2010;Adventure;0;0;20;0
Naruto RPG 2: Chidori vs Rasengan;DS;2005;Role-Playing;0;0;140;0
Naruto RPG 3: Rejiuu vs Konoha Shoutai;DS;2006;Role-Playing;0;0;90;0
Naruto Shippuden 3D: The New Era;3DS;2011;Action;0;40;60;10
Naruto Shippuden: Clash of Ninja Revolution 3;Wii;2009;Fighting;450;40;0;40
Naruto Shippuden: Dairansen! Kage Bunshin Emaki;DS;2008;Action;0;0;40;0
Naruto Shippuden: Dragon Blade Chronicles;Wii;2009;Action;110;20;50;10
Naruto Shippuden: Gekito Ninja Taisen! EX;Wii;2007;Fighting;0;0;100;0
Naruto Shippuden: Gekito Ninja Taisen! EX 2;Wii;2007;Fighting;0;0;90;0
Naruto Shippuden: Gekito Ninja Taisen! EX 3;Wii;2008;Fighting;0;0;70;0
Naruto Shippuden: Gekito Ninja Taisen! Special;Wii;2010;Fighting;0;0;60;0
Naruto Shippuden: Kizuna Drive;PSP;2010;Action;40;20;50;20
Naruto Shippuden: Legends: Akatsuki Rising;PSP;2009;Fighting;140;0;0;10
Naruto Shippuden: Naruto vs. Sasuke;DS;2008;Action;80;0;30;10
Naruto Shippuden: Ninja Council 4;DS;2007;Action;90;0;130;10
Naruto Shippuden: Ninja Destiny 2;DS;2008;Fighting;190;30;130;20
Naruto Shippuden: Ninja Destiny 3;DS;2006;Fighting;0;10;130;0
Naruto Shippuden: Shinobi Rumble;DS;2010;Fighting;30;0;50;0
Naruto Shippuden: Ultimate Ninja 4;PS2;2007;Fighting;260;10;130;260
Naruto Shippuden: Ultimate Ninja 5;PS2;2007;Fighting;0;0;170;0
